Matematika,Bahasa_Inggris,IPA,IPS,Minat,Hobi,Kemampuan_Komputer,Kemampuan_Komunikasi,Kemampuan_Kepemimpinan,Kemampuan_Analisis,Kemampuan_Kreativitas,Kemampuan_Problem_Solving,Mata_Pelajaran_Favorit,Gaya_Belajar,Tujuan_Karier,Aktivitas_Organisasi,Prestasi_Akademik,Prestasi_NonAkademik,Jurusan
88,69,84,77,Lingkungan,Volunteering,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dosen,Pramuka,Tidak Ada,Kepemimpinan - Kabupaten,Teknik Lingkungan
70,85,91,68,Lingkungan,Penelitian,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Fisika,Kinestetik,Dosen,Pramuka,Kecamatan - Kimia,Tidak Ada,Teknik Lingkungan
79,72,71,83,Seni,Musik,Tinggi,Sedang,Rendah,Sedang,Tinggi,Rendah,Ekonomi,Kinestetik,Akuntan,MPK,Sekolah - Sains,Seni - Provinsi,Desain Komunikasi Visual
98,61,59,100,Bisnis,Membaca,Tinggi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Matematika,Membaca/Menulis,Entrepreneur,Tidak Aktif,Kecamatan - Ekonomi,Seni - Internasional,Akuntansi
56,95,79,75,Sosial,Debat,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Membaca/Menulis,Pengacara,MPK,Sekolah - Bahasa Inggris,Tidak Ada,Hukum
77,90,77,61,Kesehatan,PMR,Tinggi,Sedang,Rendah,Sedang,Sedang,Rendah,Sosiologi,Visual,UI UX Designer,Komunitas Olahraga,Sekolah - Biologi,Tidak Ada,Farmasi
95,71,94,59,Kesehatan,Penelitian,Sedang,Sedang,Tinggi,Tinggi,Rendah,Tinggi,Kimia,Membaca/Menulis,Apoteker,Pramuka,Kecamatan - Matematika,Seni - Internasional,Farmasi
93,93,89,71,Kesehatan,Volunteering,Tinggi,Tinggi,Rendah,Tinggi,Sedang,Tinggi,Kimia,Visual,Dokter,PMR,Provinsi - Kimia,Tidak Ada,Kedokteran
74,70,57,78,Seni,Content Creator,Sedang,Sedang,Rendah,Sedang,Tinggi,Tinggi,Biologi,Kinestetik,Software Engineer,PMR,Tidak Ada,Seni - Kabupaten,Desain Komunikasi Visual
75,69,81,77,Olahraga,Sepak Bola,Rendah,Sedang,Sedang,Sedang,Sedang,Sedang,PJOK,Visual,Pelatih Olahraga,Komunitas Olahraga,Kabupaten - Biologi,Tidak Ada,Ilmu Keolahragaan
78,79,65,66,Teknologi,Coding,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Inggris,Membaca/Menulis,UI UX Designer,Organisasi Keagamaan,Provinsi - Informatika,Tidak Ada,Sistem Informasi
91,67,97,64,Teknik,Merakit Elektronik,Tinggi,Tinggi,Sedang,Sedang,Sedang,Sedang,Fisika,Kinestetik,Software Engineer,Komunitas IT,Kecamatan - Matematika,Tidak Ada,Teknik Elektro
70,73,64,70,Pendidikan,Debat,Rendah,Sedang,Rendah,Sedang,Sedang,Sedang,Ekonomi,Kinestetik,Network Engineer,Komunitas IT,Sekolah - Debat,Tidak Ada,Hukum
80,67,80,81,Bisnis,Content Creator,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Entrepreneur,Karang Taruna,Kecamatan - Ekonomi,Seni - Internasional,Manajemen
90,64,87,70,Teknik,Merakit Elektronik,Tinggi,Sedang,Sedang,Sedang,Tinggi,Sedang,Fisika,Visual,Insinyur Sipil,Pramuka,Tidak Ada,Olahraga - Sekolah,Teknik Sipil
91,56,96,70,Teknik,Robotika,Rendah,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Fisika,Visual,Insinyur Mesin,Komunitas IT,Sekolah - Sains,Kepemimpinan - Kabupaten,Teknik Mesin
64,78,73,91,Kesehatan,Menulis,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Psikolog,OSIS,Internasional - Biologi,Organisasi - Internasional,Psikologi
71,70,58,84,Bisnis,Public Speaking,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Business Analyst,OSIS,Kabupaten - Ekonomi,Kepemimpinan - Nasional,Manajemen
78,76,89,74,Teknik,Desain Grafis,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Visual,Arsitek,OSIS,Kecamatan - Sains,Tidak Ada,Arsitektur
86,67,94,55,Teknik,Membaca,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Insinyur Sipil,Tidak Aktif,Tidak Ada,Olahraga - Kabupaten,Teknik Sipil
72,76,69,55,Teknik,Fotografi,Rendah,Sedang,Rendah,Sedang,Tinggi,Sedang,Informatika,Membaca/Menulis,Insinyur Sipil,BEM,Kecamatan - Fisika,Tidak Ada,Teknik Elektro
59,59,78,63,Olahraga,Sepak Bola,Rendah,Sedang,Sedang,Sedang,Tinggi,Tinggi,Biologi,Kinestetik,Pelatih Olahraga,Pramuka,Kabupaten - Biologi,Olahraga - Sekolah,Ilmu Keolahragaan
64,68,80,83,Olahraga,Fotografi,Sedang,Rendah,Sedang,Tinggi,Rendah,Tinggi,Sosiologi,Visual,Pelatih Olahraga,Organisasi Keagamaan,Kecamatan - Biologi,Pramuka - Sekolah,Psikologi
80,72,57,88,Sosial,Menulis,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sosiologi,Visual,Entrepreneur,Komunitas Seni,Provinsi - Debat,Organisasi - Provinsi,Ilmu Komunikasi
63,72,71,76,Bisnis,Membaca,Rendah,Sedang,Rendah,Sedang,Sedang,Sedang,Matematika,Kinestetik,Konsultan Lingkungan,Organisasi Keagamaan,Tidak Ada,Tidak Ada,Manajemen
86,73,96,70,Kesehatan,Penelitian,Tinggi,Tinggi,Tinggi,Sedang,Sedang,Sedang,Kimia,Membaca/Menulis,Apoteker,OSIS,Sekolah - Sains,Kepemimpinan - Nasional,Farmasi
83,73,86,81,Bisnis,Public Speaking,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Entrepreneur,BEM,Tidak Ada,Organisasi - Kabupaten,Manajemen Bisnis
86,98,91,69,Kesehatan,Membaca,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Sedang,Kimia,Visual,Dokter,PMR,Sekolah - Biologi,Tidak Ada,Kedokteran
81,74,76,55,Bisnis,Desain Grafis,Tinggi,Rendah,Tinggi,Tinggi,Rendah,Rendah,Sosiologi,Auditori,Arsitek,Organisasi Keagamaan,Sekolah - Matematika,Organisasi - Kecamatan,Teknik Informatika
70,84,73,76,Bisnis,Investasi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Inggris,Visual,Business Analyst,Karang Taruna,Provinsi - Ekonomi,Organisasi - Provinsi,Manajemen Bisnis
88,73,94,72,Lingkungan,Volunteering,Sedang,Rendah,Sedang,Tinggi,Sedang,Tinggi,Biologi,Membaca/Menulis,Dosen,Pramuka,Sekolah - Biologi,Olahraga - Nasional,Teknik Lingkungan
100,83,75,66,Teknik,Desain Grafis,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Sedang,Fisika,Visual,Arsitek,BEM,Sekolah - Matematika,Organisasi - Nasional,Arsitektur
79,77,59,97,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Manajer,BEM,Tidak Ada,Tidak Ada,Manajemen
77,85,62,72,Sosial,Investasi,Tinggi,Sedang,Rendah,Tinggi,Sedang,Sedang,Geografi,Auditori,Psikolog,Pramuka,Sekolah - Ekonomi,Organisasi - Kecamatan,Manajemen Bisnis
61,71,69,78,Bisnis,Investasi,Rendah,Tinggi,Sedang,Sedang,Sedang,Sedang,Sosiologi,Auditori,Entrepreneur,BEM,Kabupaten - Ekonomi,Paskibra - Nasional,Manajemen
95,72,83,78,Teknik,Desain Grafis,Sedang,Sedang,Rendah,Tinggi,Tinggi,Sedang,Seni Budaya,Visual,UI UX Designer,Tidak Aktif,Sekolah - Fisika,Seni - Provinsi,Arsitektur
73,71,66,77,Sosial,Menulis,Sedang,Tinggi,Sedang,Sedang,Sedang,Tinggi,Bahasa Indonesia,Auditori,Manajer,BEM,Tidak Ada,Pramuka - Nasional,Ilmu Komunikasi
96,70,93,62,Teknologi,Coding,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Sedang,Matematika,Membaca/Menulis,Software Engineer,Tidak Aktif,Kecamatan - Informatika,Kepemimpinan - Nasional,Teknik Informatika
72,77,68,77,Lingkungan,Esport,Sedang,Tinggi,Sedang,Tinggi,Sedang,Rendah,Kimia,Visual,Konsultan Lingkungan,Karang Taruna,Sekolah - Matematika,Tidak Ada,Teknik Sipil
59,88,75,62,Seni,Menggambar,Sedang,Sedang,Sedang,Sedang,Tinggi,Sedang,Seni Budaya,Visual,Content Creator,Tidak Aktif,Sekolah - Sains,Kepemimpinan - Sekolah,Desain Komunikasi Visual
81,82,72,75,Pendidikan,Membaca,Rendah,Tinggi,Tinggi,Sedang,Rendah,Tinggi,Seni Budaya,Kinestetik,Network Engineer,Komunitas Seni,Tidak Ada,Organisasi - Kabupaten,Pendidikan
93,83,74,77,Teknik,Penelitian,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Fisika,Visual,Insinyur Mesin,Tidak Aktif,Sekolah - Matematika,Kepemimpinan - Sekolah,Teknik Mesin
80,78,70,82,Teknologi,Robotika,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Auditori,Entrepreneur,Organisasi Keagamaan,Tidak Ada,Tidak Ada,Teknik Elektro
65,57,76,62,Teknik,Penelitian,Rendah,Sedang,Sedang,Rendah,Sedang,Tinggi,Bahasa Inggris,Auditori,Pengacara,OSIS,Sekolah - Matematika,Organisasi - Kabupaten,Teknik Mesin
64,76,66,80,Teknologi,Game Development,Tinggi,Rendah,Sedang,Sedang,Rendah,Rendah,Bahasa Indonesia,Visual,Content Creator,Paskibra,Tidak Ada,Tidak Ada,Teknik Informatika
72,89,76,73,Bisnis,Content Creator,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Ekonomi,Auditori,Manajer,BEM,Kabupaten - Ekonomi,Organisasi - Nasional,Manajemen Bisnis
61,86,73,80,Olahraga,Membaca,Rendah,Sedang,Rendah,Tinggi,Rendah,Sedang,Bahasa Indonesia,Visual,Akuntan,BEM,Kecamatan - Biologi,Olahraga - Provinsi,Ilmu Keolahragaan
73,74,63,99,Pendidikan,Public Speaking,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Sosiologi,Membaca/Menulis,Dosen,OSIS,Sekolah - Bahasa Inggris,Organisasi - Kabupaten,Pendidikan
65,68,64,78,Seni,Desain Grafis,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,Komunitas Seni,Kecamatan - Bahasa Inggris,Olahraga - Internasional,Desain Komunikasi Visual
63,68,66,76,Pendidikan,Membaca,Rendah,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,PMR,Kabupaten - Debat,Seni - Kabupaten,Pendidikan
75,75,72,76,Bisnis,Berjualan,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Sosiologi,Visual,Manajer,BEM,Sekolah - Debat,PMR - Provinsi,Manajemen
63,66,72,88,Bisnis,Investasi,Rendah,Tinggi,Sedang,Sedang,Sedang,Tinggi,Bahasa Inggris,Membaca/Menulis,Manajer,MPK,Tidak Ada,Organisasi - Internasional,Administrasi Bisnis
94,85,76,85,Bisnis,Investasi,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Fisika,Visual,Insinyur Mesin,OSIS,Tidak Ada,Organisasi - Internasional,Teknik Industri
84,72,91,74,Teknologi,Mobile Development,Tinggi,Sedang,Tinggi,Sedang,Sedang,Tinggi,Matematika,Visual,Software Engineer,OSIS,Tidak Ada,Kepemimpinan - Nasional,Teknik Informatika
100,73,86,68,Kesehatan,Volunteering,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Biologi,Visual,Dosen,PMR,Tidak Ada,Olahraga - Kabupaten,Farmasi
86,71,91,54,Teknologi,Web Development,Tinggi,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Informatika,Visual,Data Scientist,Komunitas IT,Kecamatan - Informatika,Organisasi - Internasional,Teknik Informatika
67,83,62,72,Bisnis,Berjualan,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Auditori,Manajer,BEM,Kecamatan - Ekonomi,Kepemimpinan - Sekolah,Manajemen
68,79,69,85,Olahraga,Taekwondo,Sedang,Sedang,Tinggi,Sedang,Sedang,Sedang,PJOK,Kinestetik,Pelatih Olahraga,OSIS,Provinsi - Matematika,Olahraga - Kecamatan,Ilmu Keolahragaan
89,74,81,83,Bisnis,Menulis,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Ekonomi,Membaca/Menulis,Akuntan,Tidak Aktif,Kecamatan - Ekonomi,Organisasi - Kecamatan,Akuntansi
73,80,62,84,Sosial,Content Creator,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Bahasa Indonesia,Visual,Manajer,OSIS,Tidak Ada,Organisasi - Sekolah,Ilmu Komunikasi
91,76,91,61,Teknik,Membaca,Sedang,Rendah,Sedang,Tinggi,Sedang,Tinggi,Matematika,Visual,Insinyur Sipil,OSIS,Provinsi - Fisika,Olahraga - Internasional,Teknik Sipil
65,74,79,67,Lingkungan,Pramuka,Sedang,Sedang,Sedang,Rendah,Rendah,Tinggi,Sejarah,Auditori,Akuntan,Paskibra,Nasional - Sains,Organisasi - Kabupaten,Teknik Lingkungan
80,86,92,58,Teknik,Merakit Elektronik,Tinggi,Sedang,Sedang,Sedang,Sedang,Tinggi,Matematika,Visual,Insinyur Mesin,OSIS,Nasional - Fisika,Organisasi - Nasional,Teknik Mesin
77,79,52,99,Bisnis,Membaca,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Tinggi,Matematika,Membaca/Menulis,Akuntan,OSIS,Sekolah - Debat,Seni - Internasional,Akuntansi
87,88,93,62,Teknologi,Game Development,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Informatika,Membaca/Menulis,Software Engineer,Komunitas IT,Provinsi - Fisika,Tidak Ada,Teknik Informatika
72,87,67,71,Pendidikan,Content Creator,Sedang,Tinggi,Rendah,Rendah,Tinggi,Rendah,Sejarah,Membaca/Menulis,Entrepreneur,OSIS,Tidak Ada,Organisasi - Nasional,Pendidikan
79,62,99,69,Teknologi,Merakit Elektronik,Sedang,Rendah,Rendah,Tinggi,Sedang,Tinggi,Fisika,Visual,Insinyur Mesin,Komunitas IT,Kabupaten - Fisika,Kepemimpinan - Sekolah,Teknik Elektro
73,78,61,64,Olahraga,Taekwondo,Rendah,Rendah,Sedang,Rendah,Tinggi,Sedang,Biologi,Kinestetik,Guru,Paskibra,Provinsi - Biologi,Kepemimpinan - Provinsi,Ilmu Keolahragaan
73,97,67,76,Sosial,Debat,Rendah,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Auditori,Manajer,BEM,Sekolah - Bahasa Inggris,Kepemimpinan - Provinsi,Hukum
93,75,91,85,Teknik,Membaca,Tinggi,Tinggi,Sedang,Tinggi,Tinggi,Sedang,Matematika,Membaca/Menulis,Insinyur Mesin,BEM,Tidak Ada,Pramuka - Kabupaten,Teknik Industri
65,68,81,80,Pendidikan,Membaca,Tinggi,Tinggi,Tinggi,Rendah,Rendah,Tinggi,Biologi,Visual,Guru,Pramuka,Kecamatan - Debat,Tidak Ada,Pendidikan
71,65,65,68,Seni,Desain Grafis,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,Tidak Aktif,Tidak Ada,Seni - Sekolah,Desain Komunikasi Visual
85,71,75,76,Teknik,Fotografi,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Tinggi,Fisika,Kinestetik,Arsitek,Komunitas Seni,Kecamatan - Fisika,Organisasi - Internasional,Arsitektur
62,90,77,92,Sosial,Debat,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Bahasa Indonesia,Membaca/Menulis,Manajer,MPK,Tidak Ada,Organisasi - Sekolah,Hukum
67,82,66,76,Bisnis,Investasi,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Tinggi,Bahasa Inggris,Auditori,Entrepreneur,OSIS,Kecamatan - Bahasa Inggris,Tidak Ada,Manajemen
80,71,100,81,Lingkungan,Volunteering,Sedang,Sedang,Rendah,Tinggi,Sedang,Tinggi,Fisika,Membaca/Menulis,Konsultan Lingkungan,OSIS,Tidak Ada,Kepemimpinan - Provinsi,Teknik Lingkungan
77,87,81,67,Pendidikan,Public Speaking,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Bahasa Indonesia,Membaca/Menulis,Dosen,PMR,Kecamatan - Bahasa Inggris,Organisasi - Kecamatan,Pendidikan
62,78,64,73,Sosial,Content Creator,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Content Creator,Komunitas Seni,Kecamatan - Debat,Olahraga - Internasional,Ilmu Komunikasi
84,65,89,64,Teknologi,Game Development,Sedang,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Matematika,Visual,Network Engineer,Tidak Aktif,Kecamatan - Matematika,Tidak Ada,Teknik Elektro
81,91,67,76,Bisnis,UI/UX Design,Sedang,Tinggi,Sedang,Sedang,Sedang,Sedang,Informatika,Visual,UI UX Designer,Komunitas IT,Sekolah - Informatika,Kepemimpinan - Nasional,Sistem Informasi
67,91,67,86,Bisnis,Menulis,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Rendah,Sosiologi,Auditori,Insinyur Sipil,Tidak Aktif,Tidak Ada,Kepemimpinan - Nasional,Administrasi Bisnis
70,81,71,76,Seni,Menggambar,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Seni Budaya,Visual,UI UX Designer,OSIS,Sekolah - Matematika,Tidak Ada,Desain Komunikasi Visual
81,87,57,82,Psikologi,Penelitian,Sedang,Tinggi,Sedang,Sedang,Tinggi,Sedang,Biologi,Membaca/Menulis,Psikolog,PMR,Sekolah - Bahasa Inggris,Kepemimpinan - Nasional,Psikologi
90,65,99,54,Teknik,Robotika,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Matematika,Kinestetik,Insinyur Mesin,OSIS,Sekolah - Fisika,Tidak Ada,Teknik Elektro
61,82,60,71,Bisnis,Berjualan,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Informatika,Auditori,Entrepreneur,Komunitas Seni,Sekolah - Debat,Organisasi - Nasional,Akuntansi
97,74,95,51,Teknologi,Mobile Development,Sedang,Sedang,Tinggi,Sedang,Tinggi,Tinggi,Informatika,Membaca/Menulis,Data Scientist,Komunitas IT,Kecamatan - Matematika,Tidak Ada,Teknik Informatika
90,89,85,69,Lingkungan,Membaca,Rendah,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Biologi,Kinestetik,Konsultan Lingkungan,OSIS,Tidak Ada,Organisasi - Kecamatan,Teknik Lingkungan
91,83,100,62,Teknik,Investasi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Tinggi,Ekonomi,Membaca/Menulis,Insinyur Mesin,Komunitas IT,Sekolah - Fisika,Kepemimpinan - Kecamatan,Teknik Industri
83,86,85,74,Kesehatan,Membaca,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sosiologi,Visual,Pelatih Olahraga,Paskibra,Sekolah - Biologi,Tidak Ada,Kedokteran
78,60,69,77,Sosial,Membaca,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Rendah,Ekonomi,Membaca/Menulis,Dokter,Komunitas Seni,Nasional - Bahasa Inggris,Olahraga - Provinsi,Hukum
56,71,55,63,Seni,Desain Grafis,Tinggi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Bahasa Inggris,Kinestetik,UI UX Designer,Komunitas Seni,Tidak Ada,Tidak Ada,Desain Komunikasi Visual
57,65,67,68,Teknologi,Menggambar,Rendah,Rendah,Tinggi,Sedang,Sedang,Sedang,Matematika,Kinestetik,UI UX Designer,BEM,Kabupaten - Bahasa Inggris,Seni - Internasional,Desain Komunikasi Visual
58,71,80,69,Olahraga,Basket,Sedang,Sedang,Sedang,Rendah,Sedang,Tinggi,PJOK,Kinestetik,Pelatih Olahraga,Komunitas Olahraga,Sekolah - Biologi,Tidak Ada,Ilmu Keolahragaan
78,89,95,87,Kesehatan,Volunteering,Sedang,Sedang,Rendah,Tinggi,Rendah,Tinggi,Biologi,Membaca/Menulis,Dokter,PMR,Kabupaten - Biologi,Organisasi - Nasional,Kedokteran
77,73,75,85,Bisnis,Investasi,Sedang,Sedang,Tinggi,Sedang,Tinggi,Sedang,Ekonomi,Membaca/Menulis,Akuntan,OSIS,Tidak Ada,Organisasi - Internasional,Administrasi Bisnis
80,87,63,84,Sosial,Menulis,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sedang,Bahasa Indonesia,Auditori,Content Creator,BEM,Sekolah - Debat,Tidak Ada,Ilmu Komunikasi
90,62,92,73,Teknik,Robotika,Sedang,Sedang,Tinggi,Tinggi,Sedang,Sedang,Matematika,Kinestetik,Insinyur Sipil,OSIS,Tidak Ada,Tidak Ada,Teknik Mesin
98,74,87,59,Teknik,Coding,Sedang,Tinggi,Sedang,Tinggi,Sedang,Tinggi,Matematika,Kinestetik,Insinyur Mesin,Komunitas IT,Kecamatan - Fisika,Organisasi - Nasional,Teknik Elektro
82,100,61,80,Sosial,Membaca,Sedang,Sedang,Tinggi,Tinggi,Sedang,Tinggi,Sosiologi,Auditori,Pengacara,BEM,Kabupaten - Bahasa Inggris,Tidak Ada,Hukum
72,87,60,83,Bisnis,Content Creator,Tinggi,Tinggi,Sedang,Sedang,Sedang,Sedang,Ekonomi,Auditori,Entrepreneur,MPK,Kecamatan - Ekonomi,Tidak Ada,Manajemen
84,69,87,66,Bisnis,Membaca,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Tinggi,Matematika,Visual,Business Analyst,Komunitas IT,Kecamatan - Matematika,Kepemimpinan - Sekolah,Teknik Industri
75,76,78,77,Bisnis,UI/UX Design,Tinggi,Sedang,Rendah,Tinggi,Sedang,Rendah,Informatika,Auditori,Arsitek,Pramuka,Provinsi - Ekonomi,Organisasi - Sekolah,Sistem Informasi
85,86,96,78,Teknik,Investasi,Sedang,Sedang,Sedang,Tinggi,Tinggi,Sedang,Matematika,Visual,Insinyur Mesin,Komunitas IT,Kecamatan - Matematika,Tidak Ada,Teknik Industri
67,87,76,92,Bisnis,Public Speaking,Sedang,Rendah,Rendah,Sedang,Sedang,Tinggi,Ekonomi,Kinestetik,Konsultan Lingkungan,Pramuka,Sekolah - Debat,Organisasi - Internasional,Manajemen
65,76,71,82,Bisnis,Menulis,Tinggi,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Bahasa Inggris,Membaca/Menulis,Akuntan,BEM,Sekolah - Ekonomi,Organisasi - Sekolah,Administrasi Bisnis
83,75,72,70,Psikologi,Membaca,Sedang,Sedang,Sedang,Tinggi,Sedang,Tinggi,Bahasa Indonesia,Auditori,Dosen,Volunteering,Sekolah - Biologi,Tidak Ada,Psikologi
62,67,68,79,Olahraga,Musik,Rendah,Sedang,Sedang,Sedang,Sedang,Sedang,Biologi,Kinestetik,Pelatih Olahraga,Komunitas IT,Sekolah - Biologi,Seni - Kabupaten,Ilmu Keolahragaan
68,63,62,77,Sosial,Desain Grafis,Tinggi,Tinggi,Tinggi,Rendah,Tinggi,Tinggi,Kimia,Membaca/Menulis,Konsultan Lingkungan,Paskibra,Kabupaten - Matematika,Kepemimpinan - Kecamatan,Desain Komunikasi Visual
83,68,75,57,Teknik,Musik,Tinggi,Tinggi,Rendah,Rendah,Tinggi,Sedang,Bahasa Indonesia,Auditori,Apoteker,Karang Taruna,Kecamatan - Sains,Organisasi - Kabupaten,Teknik Sipil
86,90,62,73,Pendidikan,Content Creator,Rendah,Sedang,Tinggi,Sedang,Sedang,Sedang,Sosiologi,Visual,Entrepreneur,Komunitas Seni,Sekolah - Debat,Tidak Ada,Manajemen
86,75,96,61,Teknologi,Web Development,Tinggi,Tinggi,Sedang,Sedang,Tinggi,Sedang,Matematika,Membaca/Menulis,Software Engineer,Komunitas IT,Nasional - Informatika,Organisasi - Provinsi,Teknik Informatika
73,85,56,76,Bisnis,Public Speaking,Sedang,Tinggi,Rendah,Sedang,Rendah,Sedang,Fisika,Visual,Insinyur Mesin,Komunitas IT,Kabupaten - Matematika,Tidak Ada,Akuntansi
64,81,65,81,Bisnis,Musik,Rendah,Sedang,Rendah,Rendah,Rendah,Tinggi,PJOK,Auditori,Dokter,PMR,Sekolah - Ekonomi,Olahraga - Internasional,Administrasi Bisnis
72,75,83,89,Pendidikan,Membaca,Sedang,Sedang,Sedang,Sedang,Sedang,Sedang,Bahasa Inggris,Auditori,Dosen,PMR,Provinsi - Debat,Tidak Ada,Pendidikan
80,80,61,78,Sosial,Content Creator,Sedang,Tinggi,Tinggi,Tinggi,Tinggi,Sedang,Sosiologi,Auditori,Entrepreneur,OSIS,Nasional - Debat,Tidak Ada,Ilmu Komunikasi
100,62,80,59,Teknik,Merakit Elektronik,Sedang,Rendah,Tinggi,Tinggi,Tinggi,Tinggi,Fisika,Visual,Insinyur Sipil,BEM,Sekolah - Matematika,Olahraga - Internasional,Teknik Sipil
81,85,62,72,Teknologi,Public Speaking,Sedang,Rendah,Sedang,Tinggi,Sedang,Tinggi,Matematika,Auditori,Insinyur Mesin,MPK,Kecamatan - Matematika,Organisasi - Sekolah,Sistem Informasi
67,86,81,100,Sosial,Membaca,Tinggi,Tinggi,Tinggi,Tinggi,Rendah,Sedang,Bahasa Inggris,Auditori,Pengacara,BEM,Provinsi - Debat,Organisasi - Internasional,Hukum
75,77,64,76,Seni,Fotografi,Tinggi,Sedang,Sedang,Tinggi,Tinggi,Sedang,Informatika,Visual,UI UX Designer,Komunitas Seni,Provinsi - Bahasa Inggris,Tidak Ada,Desain Komunikasi Visual
90,78,77,77,Lingkungan,Volunteering,Sedang,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Kimia,Kinestetik,Konsultan Lingkungan,Pramuka,Sekolah - Kimia,Olahraga - Nasional,Teknik Lingkungan
73,75,77,70,Teknik,Merakit Elektronik,Sedang,Sedang,Rendah,Rendah,Tinggi,Rendah,Matematika,Membaca/Menulis,Insinyur Mesin,PMR,Kecamatan - Fisika,Pramuka - Provinsi,Teknik Sipil
94,69,80,71,Teknik,Fotografi,Sedang,Sedang,Rendah,Tinggi,Tinggi,Sedang,Matematika,Visual,UI UX Designer,Komunitas Seni,Sekolah - Matematika,Seni - Kabupaten,Arsitektur
71,58,74,57,Olahraga,Taekwondo,Rendah,Sedang,Tinggi,Sedang,Tinggi,Tinggi,PJOK,Visual,Pelatih Olahraga,Pramuka,Sekolah - Biologi,Olahraga - Kecamatan,Ilmu Keolahragaan
68,83,76,75,Sains,Volunteering,Sedang,Rendah,Sedang,Rendah,Sedang,Tinggi,Geografi,Membaca/Menulis,Konsultan Lingkungan,Karang Taruna,Kecamatan - Kimia,Tidak Ada,Farmasi
73,77,78,71,Seni,Menggambar,Tinggi,Rendah,Tinggi,Sedang,Tinggi,Tinggi,Bahasa Inggris,Kinestetik,UI UX Designer,Komunitas Seni,Sekolah - Sains,Seni - Kabupaten,Desain Komunikasi Visual
